Id,Sales
1,7367.508
2,7783.695
3,9220.607
4,6493.1216
5,8205.319
6,7304.5005
7,10713.059
8,11305.623
9,7464.747
10,8172.9717
11,9117.252
12,9063.702
13,8974.361
14,10821.74
15,8744.243
16,6780.842
17,7819.094
18,12474.601
19,12818.001
20,12336.006
21,9058.725
22,6860.2095
23,7974.894
24,6393.8267
25,9566.323
26,10976.298
27,11672.915
28,7663.765
29,7647.513
30,7712.7803
31,7984.8706
32,12078.017
33,9289.195
34,7698.252
35,6729.3237
36,11196.641
37,5787.005
38,9358.079
39,6951.94
40,7981.6045
41,10375.435
42,5315.0903
43,10642.327
44,7776.594
45,7157.032
46,7544.784
47,9907.846
48,11192.775
49,8568.166
50,9913.555
51,9316.022
52,13661.631
53,9198.123
54,11165.472
55,6385.028
56,6614.768
57,7305.9565
58,6868.589
59,7673.697
60,10685.8545
61,7307.664
62,9710.505
63,9334.271
64,9786.012
65,5310.8745
66,13082.012
67,8128.238
68,8339.87
69,9758.407
70,7900.4517
71,9591.536
72,6445.4185
73,7841.572
74,5873.5757
75,7398.841
76,6710.3994
77,8612.421
78,9857.367
79,6202.0815
80,9192.844
81,11578.232
82,8457.109
83,4706.0444
84,10755.121
85,8231.364
86,6051.937
87,10045.308
88,5420.4688
89,10268.375
90,8016.184
91,11181.84
92,6382.416
93,5818.0713
94,9068.63
95,7903.722
96,11393.501
97,11407.135
98,9252.83
99,6749.9883
100,9086.169
101,8862.527
102,8107.8223
103,10162.042
104,9012.94
105,11414.077
106,7894.2227
107,5749.3726
108,8415.699
109,7165.815
110,11138.798
111,8816.895
112,8890.835
113,8164.6436
114,8463.137
115,6466.7275
116,8586.432
117,10231.757
118,8859.358
119,12272.126
120,11859.111
121,8669.413
122,6990.873
123,9076.019
124,10929.773
125,8058.141
126,5881.204
127,9296.099
128,8769.473
129,9776.134
130,7918.872
131,9120.879
132,9602.913
133,5819.203
134,6599.8403
135,6109.061
136,8090.8604
137,8869.655
138,6454.3374
139,8393.641
140,4875.4385
141,8222.451
142,6515.6074
143,7475.0195
144,7964.0254
145,10988.217
146,9974.78
147,9450.905
148,10765.455
149,7011.2036
150,6885.3193
151,10946.725
152,7592.053
153,11289.516
154,8697.221
155,5706.051
156,7793.8486
157,7274.7188
158,8716.311
159,11157.818
160,7900.534
161,5767.7485
162,6397.7974
163,10681.433
164,10428.188
165,9413.557
166,11060.593
167,6078.162
168,7902.192
169,4652.016
170,6406.8584
171,7047.6724
172,9202.721
173,8616.603
174,6849.181
175,10242.008
176,10925.0
177,8841.254
178,8015.2817
179,10031.962
180,10868.955
181,8711.532
182,10994.223
183,6687.6113
184,8458.44
185,6196.264
186,9763.676
187,8351.1875
188,10788.22
189,8276.46
190,12451.732
191,11509.536
192,6419.6597
193,10002.242
194,18258.178
195,12311.185
196,8910.554
197,5209.792
198,10336.02
199,13242.09
200,5511.5815
201,14404.699
202,20032.674
203,7230.294
204,7679.0996
205,11487.352
206,6161.662
207,9564.937
208,7297.2456
209,8429.153
210,7104.2485
211,9951.881
212,10103.569
213,8470.138
214,10487.7
215,7296.8975
216,7928.9604
217,9857.602
218,8041.183
219,6672.042
220,9699.5
221,8244.366
222,7943.1206
223,8387.312
224,6993.974
225,7012.775
226,9268.992
227,8519.596
228,6973.0483
229,6756.6606
230,9894.022
231,7598.109
232,6378.978
233,8410.957
234,7640.6753
235,8217.638
236,6706.951
237,12173.57
238,9359.337
239,9586.232
240,8500.013
241,7395.391
242,8040.5083
243,4550.1846
244,10212.172
245,8456.295
246,10332.56
247,16892.578
248,11750.709
249,10210.965
250,7572.927
251,5402.5454
252,8725.608
253,5923.127
254,8980.055
255,11698.123
256,8326.836
257,16406.562
258,13551.205
259,7604.2124
260,11185.572
261,8283.97
262,8344.874
263,7016.9297
264,10338.779
265,7443.2715
266,12376.944
267,6526.428
268,7964.5723
269,6693.015
270,7220.6606
271,9520.834
272,9443.428
273,7859.9897
274,8243.037
275,10446.234
276,10038.948
277,8492.721
278,10955.466
279,9990.25
280,11896.322
281,7486.1274
282,8503.962
283,8093.214
284,12466.358
285,8610.647
286,9070.3
287,9845.229
288,11431.257
289,6328.286
290,11466.513
291,8823.245
292,5257.8735
293,15633.439
294,18446.904
295,8972.1455
296,12025.687
297,12046.543
298,10566.046
299,12228.001
300,7764.2705
301,8378.222
302,8335.56
303,9681.46
304,5318.609
305,8692.801
306,8270.006
307,8427.7705
308,7840.809
309,7264.9775
310,6765.352
311,9632.493
312,5655.23
313,6992.1934
314,9303.957
315,8567.814
316,10911.87
317,11686.147
318,8271.362
319,9777.43
320,8904.463
321,12008.782
322,9666.81
323,8291.17
324,7211.1294
325,12464.552
326,5831.9814
327,9314.575
328,4943.9575
329,6347.5737
330,10444.69
331,8996.238
332,5991.884
333,8250.446
334,10764.603
335,11632.985
336,6048.2446
337,8581.749
338,4663.859
339,7642.096
340,7233.046
341,6535.0483
342,9606.091
343,7334.02
344,7289.9214
345,10363.409
346,14827.665
347,10935.873
348,7080.71
349,7150.06
350,8508.878
351,8491.004
352,7326.8613
353,5733.428
354,9846.919
355,11512.972
356,7580.2246
357,6896.6553
358,9000.4
359,9141.962
360,12913.459
361,9138.301
362,13058.341
363,9428.301
364,7525.3315
365,4847.237
366,8082.0303
367,8678.976
368,8235.282
369,9669.843
370,7345.24
371,6815.949
372,9971.765
373,5105.533
374,10940.014
375,8881.285
376,9675.063
377,10265.555
378,7907.733
379,10976.675
380,9898.023
381,8210.118
382,7631.9146
383,6717.872
384,12450.651
385,9406.234
386,6213.1523
387,10773.743
388,11364.624
389,8930.955
390,8788.452
391,8711.516
392,8116.526
393,8511.621
394,8104.676
395,10509.526
396,7752.2104
397,7329.6147
398,9014.884
399,8943.296
400,5249.5063
401,7466.2563
402,10716.982
403,7732.282
404,12605.083
405,11940.344
406,10231.3955
407,5915.715
408,6565.126
409,12580.5
410,10386.215
411,9785.741
412,9520.489
413,11422.016
414,7332.7397
415,5463.1333
416,13033.818
417,8214.434
418,8497.176
419,7573.483
420,5038.8003
421,14495.541
422,7365.9478
423,7082.297
424,6219.294
425,7759.5776
426,8012.8667
427,10456.312
428,8606.871
429,6477.5107
430,6520.5615
431,5939.48
432,5296.404
433,7116.203
434,19480.934
435,7552.876
436,8248.015
437,8405.425
438,7645.187
439,8068.145
440,8538.394
441,6169.465
442,9883.752
443,9284.625
444,6195.4136
445,10496.436
446,6968.74
447,6483.8022
448,9302.8125
449,9241.26
450,12471.781
451,7800.4595
452,7834.6123
453,6937.1377
454,7263.2803
455,15549.889
456,12767.967
457,7540.152
458,7480.703
459,7989.2124
460,7816.7607
461,5460.7837
462,10211.394
463,7685.2905
464,8309.701
465,8537.311
466,6960.239
467,7890.422
468,8750.149
469,7818.4976
470,8896.026
471,5760.1406
472,7050.6973
473,10014.642
474,11529.223
475,10999.414
476,9253.421
477,5986.5776
478,9442.347
479,7282.271
480,5491.1724
481,9988.84
482,8956.458
483,9289.257
484,7925.974
485,7764.3003
486,9337.174
487,6856.2
488,8600.545
489,7089.7036
490,7673.492
491,11983.122
492,6430.8057
493,5846.276
494,11821.115
495,8196.466
496,6731.4805
497,11429.359
498,9875.065
499,11290.894
500,6569.46
501,7304.6606
502,9267.463
503,8847.731
504,9020.921
505,12463.886
506,5488.8057
507,9324.298
508,8823.641
509,7388.236
510,6775.2437
511,8904.803
512,9288.079
513,6045.2285
514,10380.105
515,9055.148
516,11207.28
517,4982.2104
518,9314.93
519,8701.851
520,9678.386
521,10968.346
522,6505.859
523,9166.179
524,10433.421
525,9677.029
526,7191.3716
527,5808.973
528,10019.408
529,9029.614
530,9814.199
531,7855.7935
532,6912.6235
533,11761.0
534,8044.911
535,8529.945
536,11627.573
537,7087.777
538,8880.776
539,12009.114
540,11186.586
541,7661.58
542,8900.549
543,5766.9014
544,5062.238
545,11862.414
546,7535.278
547,9606.989
548,7272.2075
549,6686.9414
550,8627.901
551,12138.2
552,6400.513
553,8420.042
554,7846.9277
555,9061.308
556,8315.789
557,10229.064
558,10326.62
559,10906.169
560,10007.442
561,8208.105
562,7362.177
563,6719.038
564,7442.7466
565,12181.443
566,9613.212
567,5988.525
568,15784.298
569,8125.471
570,7435.7085
571,9120.131
572,10114.356
573,11288.105
574,8349.045
575,8955.817
576,9349.363
577,9563.678
578,8323.764
579,8416.454
580,7344.1753
581,6458.586
582,6018.3306
583,7478.4565
584,12182.779
585,17897.76
586,7932.523
587,6003.2144
588,10578.417
589,6275.1
590,7068.889
591,5323.4297
592,9463.568
593,7031.1104
594,7686.8223
595,15341.621
596,13230.993
597,7624.741
598,6521.134
599,5181.124
600,7193.827
601,7300.6216
602,10626.191
603,7623.578
604,6520.12
605,7797.9453
606,8131.8667
607,9529.3
608,10141.256
609,4736.712
610,8353.641
611,8956.766
612,8797.635
613,6368.8936
614,6666.928
615,9819.442
616,7074.4463
617,10624.125
618,7854.565
619,4620.5264
620,9587.411
621,7922.558
622,7702.5337
623,4860.564
624,10038.221
625,10763.474
626,10409.707
627,8780.218
628,5954.725
629,7367.6553
630,10666.367
631,7852.3853
632,7800.3403
633,7767.833
634,14229.373
635,10762.816
636,7297.3916
637,7467.951
638,6998.6646
639,10564.04
640,7922.732
641,13393.047
642,9016.044
643,8187.568
644,8127.145
645,5767.6494
646,9125.22
647,20708.75
648,7288.67
649,6276.8296
650,12388.978
651,11827.746
652,9471.45
653,10892.822
654,8952.734
655,8282.239
656,7748.729
657,10072.763
658,7829.653
659,8525.87
660,9748.873
661,6901.281
662,6309.4907
663,7905.735
664,6298.9634
665,11646.839
666,8171.4673
667,5575.88
668,9049.347
669,9036.316
670,5461.346
671,12765.849
672,8013.715
673,9985.307
674,5816.2124
675,7319.7236
676,7321.9297
677,6177.6724
678,8759.76
679,6837.0884
680,7962.1953
681,5824.7163
682,6831.6196
683,6914.259
684,8260.358
685,7612.0483
686,10204.851
687,7965.081
688,11471.642
689,8762.392
690,10015.195
691,10178.404
692,9635.23
693,7364.494
694,7468.428
695,8260.705
696,8208.936
697,12360.618
698,9776.842
699,8906.535
700,11451.322
701,7436.425
702,6762.262
703,13713.492
704,11035.917
705,7756.618
706,11077.831
707,10736.143
708,9654.74
709,7401.106
710,7975.7686
711,8199.625
712,8908.455
713,8857.533
714,6825.6743
715,8519.758
716,10610.364
717,7600.326
718,11827.148
719,7070.244
720,8131.1606
721,6496.2803
722,7127.0156
723,8981.571
724,6599.513
725,8858.488
726,9492.004
727,10923.011
728,7092.145
729,6996.3623
730,8697.3955
731,7630.3423
732,8947.621
733,6279.8057
734,6807.2056
735,10642.8955
736,9624.807
737,7245.1685
738,10193.286
739,8437.694
740,10103.059
741,7461.167
742,6335.629
743,9012.734
744,7986.173
745,8581.725
746,10802.4375
747,10628.695
748,6550.4414
749,11983.625
750,6085.552
751,5914.6655
752,8154.7686
753,13444.107
754,9132.498
755,7619.5586
756,7260.2056
757,8082.2227
758,12940.42
759,8511.475
760,12295.614
761,8535.804
762,6628.806
763,7987.2925
764,6727.0845
765,6852.866
766,6853.951
767,8608.053
768,5765.01
769,10228.889
770,10991.435
771,8765.484
772,6805.064
773,9519.345
774,8221.228
775,7469.7817
776,12044.36
777,12727.387
778,8517.321
779,5774.5674
780,14387.235
781,9224.609
782,8826.435
783,11686.827
784,10119.837
785,8186.8496
786,8712.196
787,10415.486
788,11720.814
789,14226.035
790,7014.9824
791,6582.002
792,7363.4478
793,8069.9614
794,5525.444
795,9814.8545
796,11432.652
797,7809.7114
798,6663.4067
799,8864.581
800,8071.4004
801,7701.3657
802,9801.909
803,7149.269
804,8852.365
805,9500.027
806,10688.587
807,8971.8545
808,8191.6445
809,5661.1113
810,8267.751
811,8971.957
812,9359.462
813,10912.047
814,8995.595
815,9712.228
816,5965.6895
817,10059.842
818,6295.804
819,11134.168
820,6398.4443
821,7200.1895
822,10328.944
823,8159.366
824,9472.724
825,9136.819
826,6074.7314
827,6930.393
828,10772.192
829,10791.996
830,12023.829
831,7851.771
832,8562.407
833,9543.287
834,9542.787
835,8260.059
836,11513.62
837,10165.735
838,13084.532
839,7271.0913
840,7189.9727
841,12975.009
842,10854.857
843,7365.962
844,12732.802
845,9788.998
846,8266.639
847,8551.774
848,8125.75
849,7788.8706
850,8589.036
851,6506.3926
852,8081.7065
853,13361.574
854,8739.241
855,18210.582
856,8764.289
857,7199.05
858,8222.71
859,9281.978
860,6994.0073
861,7928.4917
862,7132.931
863,9324.298
864,9733.795
865,6459.196
866,8229.222
867,8486.777
868,9266.88
869,8930.912
870,9231.307
871,8605.853
872,5516.6035
873,8489.238
874,11463.396
875,12587.809
876,11984.481
877,7958.498
878,7186.099
879,7613.319
880,5693.25
881,8811.229
882,10340.131
883,10750.179
884,7431.9087
885,7809.131
886,8325.28
887,7281.722
888,12506.763
889,10114.174
890,7717.305
891,5747.8433
892,9664.644
893,5947.347
894,9022.255
895,7299.278
896,7517.1333
897,8175.9106
898,5566.1787
899,10070.852
900,7950.8057
901,8075.774
902,7222.486
903,8882.606
904,10917.324
905,9415.209
906,9192.151
907,9230.171
908,13010.546
909,7639.8594
910,10458.565
911,5435.9263
912,6096.2104
913,6951.5684
914,6324.1294
915,8218.751
916,9574.291
917,8414.607
918,11727.444
919,7789.502
920,10529.762
921,4983.3843
922,10891.005
923,7584.151
924,7027.9863
925,9329.964
926,8049.938
927,9976.283
928,7424.1094
929,7193.436
930,6012.0547
931,6484.699
932,8444.827
933,8639.0
934,9500.272
935,7396.3433
936,8707.687
937,10697.418
938,7619.471
939,5041.872
940,9066.58
941,7577.391
942,6708.742
943,8685.898
944,5279.7715
945,9562.921
946,7300.517
947,10485.96
948,5982.5254
949,5637.186
950,8947.033
951,6482.4854
952,10362.984
953,9974.685
954,9096.1045
955,6156.4404
956,7727.6675
957,8354.135
958,7199.8257
959,8617.03
960,7077.652
961,10521.942
962,8424.3955
963,5656.5566
964,9403.741
965,7806.1597
966,10245.8955
967,9530.899
968,8133.72
969,6531.291
970,8410.275
971,6187.466
972,9297.898
973,10327.792
974,8621.132
975,10707.257
976,12990.51
977,7723.63
978,7009.5923
979,7894.9834
980,10084.691
981,7325.6245
982,5059.091
983,9130.156
984,9836.097
985,10157.769
986,7809.853
987,8519.043
988,8326.519
989,6567.5303
990,6510.663
991,5863.6245
992,7876.1826
993,8960.37
994,6255.687
995,7441.6606
996,5012.4785
997,7384.157
998,4498.8335
999,7752.5654
1000,8072.6245
1001,11580.629
1002,8475.664
1003,7904.3477
1004,10080.422
1005,7481.9517
1006,7068.795
1007,10321.8545
1008,7902.3804
1009,10548.325
1010,8549.01
1011,6459.572
1012,6952.6094
