Id,Sales
1,7330.034
2,8075.666
3,9106.008
4,6659.525
5,8377.239
6,7363.7705
7,10610.688
8,11168.294
9,7513.528
10,8266.631
11,9107.52
12,9096.616
13,8987.638
14,10778.954
15,8521.952
16,6794.623
17,8245.105
18,12520.881
19,12711.812
20,12444.895
21,9411.7705
22,6878.5
23,8238.637
24,6386.9766
25,9826.3
26,11057.618
27,11671.924
28,7801.3076
29,7529.7896
30,7741.1064
31,8142.1562
32,12435.558
33,9519.427
34,8098.858
35,6793.781
36,11482.905
37,5800.885
38,9610.113
39,7170.6895
40,8330.863
41,10787.88
42,5483.375
43,10523.879
44,7997.11
45,7249.8203
46,7710.331
47,9959.485
48,11498.411
49,8760.053
50,9980.08
51,9316.778
52,13743.422
53,9395.888
54,10901.042
55,6407.9585
56,6617.86
57,7445.927
58,6881.735
59,8144.758
60,10360.643
61,7603.6685
62,10251.447
63,9152.6045
64,10084.4795
65,5436.4966
66,13405.621
67,8305.533
68,8196.764
69,10002.1
70,8052.441
71,9748.994
72,6700.9155
73,7847.3022
74,6067.824
75,7184.5986
76,7009.5054
77,8640.911
78,9765.063
79,6286.085
80,9273.705
81,11916.386
82,8289.391
83,4802.3745
84,10859.838
85,8253.113
86,6513.0166
87,10284.84
88,5437.871
89,10528.205
90,7911.256
91,11091.595
92,6594.1655
93,6007.086
94,8904.081
95,7776.149
96,11481.536
97,11553.327
98,9047.862
99,6771.7812
100,9076.607
101,9043.636
102,7980.2803
103,10079.663
104,9040.833
105,11209.45
106,7809.7114
107,6064.446
108,8791.99
109,7677.972
110,11057.576
111,9004.109
112,9056.09
113,8056.435
114,8306.23
115,6503.1113
116,8430.737
117,10329.023
118,9039.522
119,12451.721
120,12067.5625
121,8921.098
122,7080.609
123,9316.432
124,11005.637
125,7816.805
126,5946.0825
127,9470.511
128,9162.552
129,9691.196
130,8049.9688
131,9204.38
132,9675.922
133,6223.631
134,6781.527
135,6183.242
136,8422.797
137,8992.121
138,6623.353
139,8247.457
140,5252.5664
141,8435.12
142,6480.384
143,7540.123
144,7992.474
145,11220.37
146,9725.519
147,9526.847
148,10876.328
149,7074.1494
150,7015.9526
151,11467.54
152,7599.536
153,11398.533
154,8821.789
155,5679.5464
156,8032.4917
157,7299.5635
158,8828.531
159,11415.699
160,8000.6494
161,5730.6953
162,6426.416
163,10733.43
164,10523.407
165,9466.809
166,11216.829
167,6242.3433
168,7863.371
169,4825.5356
170,6636.2764
171,7142.699
172,9337.557
173,8858.834
174,6973.62
175,10196.699
176,11269.766
177,8930.486
178,7962.871
179,10451.167
180,10994.496
181,8845.766
182,10829.979
183,6900.162
184,8803.442
185,6236.601
186,9755.3
187,8285.013
188,10988.615
189,8392.608
190,12311.337
191,11407.787
192,6628.566
193,10006.804
194,18796.732
195,12519.759
196,8842.139
197,5297.828
198,10187.61
199,13010.657
200,6001.2456
201,14924.646
202,20309.988
203,7339.2256
204,7886.5625
205,11488.13
206,6310.1104
207,9830.724
208,7320.952
209,8655.089
210,7095.629
211,9965.015
212,10316.885
213,8551.276
214,10712.057
215,7603.9297
